No.,0_Steering_Wheel,1_Throttle,3_Steering_Wheel,4_Throttle,6_Steering_Wheel,105_Steering_Wheel,144_Steering_Wheel,147_Steering_Wheel,148_Throttle,P_vector_1,P_vector_2,P_vector_3,P_vector_4,Emotion_Real
764,-0.221515357,0.628794491,-0.221515357,0.628794491,-0.221515357,-0.049225544,-0.098451108,-0.098451108,0.654700637,1,3.24E-10,1.83E-09,5.33E-13,0
765,1.196863882,0.861099899,1.196863882,0.861099899,0.98454864,-1.78772895,-2.172483558,-2.172483558,0.852208078,1,1.48E-12,5.10E-10,3.20E-11,0
771,-3.709321513,0.412021875,-3.123953976,0.426215053,-3.123953976,2.702033847,3.798692751,3.798692751,0.621248782,1,2.64E-12,3.83E-09,6.24E-10,0
772,-2.73282678,0.205579907,-2.73282678,0.205579907,-2.73282678,-2.695875329,-2.695875329,-2.695875329,0.228893682,0.9999993,4.28E-11,7.04E-07,1.25E-08,0
776,5.507569246,0.187718421,5.507569246,0.187718421,5.195773346,-2.024729478,-2.809812014,-2.809812014,0.332574993,0.9999994,5.70E-07,2.75E-08,1.61E-12,0
777,-0.003076596,0.661976755,-0.003076596,0.661976755,-0.003076596,0.784551203,1.110705569,1.110705569,0.679931283,1,1.31E-11,4.59E-11,2.12E-19,0
785,-0.390730082,0.665594399,-0.390730082,0.665594399,-0.390730082,-0.895317896,-0.818396337,-0.818396337,0.665594399,1,2.89E-11,4.64E-11,5.93E-17,0
791,0.5384105,0,0.5384105,0,0.5384105,0.5384105,0.5384105,0.5384105,0,1,4.91E-09,2.68E-13,7.20E-13,0
794,-2.646607866,0.211461216,-2.646607866,0.211461216,-2.646607866,-2.705113107,-2.73282678,-2.73282678,0.205579907,1,2.38E-11,4.11E-16,5.20E-21,0
797,4.455339043,0.761759281,4.455339043,0.761759281,4.455339043,2.027807542,0.116910713,0.116910713,0.761759281,1,2.45E-11,8.08E-16,2.23E-19,0
805,-6.963383833,0.625036359,-6.963383833,0.625036359,-6.963383833,-6.864372285,-5.189600147,-5.189600147,0.625036359,1,6.07E-12,1.11E-15,2.22E-18,0
808,0.132293725,0.273901016,0.132293725,0.273901016,0.132293725,-0.249204896,-0.366116878,-0.366116878,0.407244176,1,6.30E-10,2.86E-14,4.06E-17,0
815,0.092297914,0.601859391,0.092297914,0.601859391,0.092297914,0.092297914,0.092297914,0.092297914,0.617401898,1,3.46E-12,1.74E-15,8.17E-19,0
821,-0.043072349,0.42150709,-0.043072349,0.440203071,-0.043072349,-0.043072349,-0.043072349,-0.043072349,0.53285265,1,6.77E-12,1.87E-15,6.40E-19,0
830,0.15075334,0.284833223,0.15075334,0.284833223,0.15075334,0.15075334,0.15075334,0.15075334,0.284833223,1,7.74E-15,5.26E-14,2.47E-19,0
851,-2.594263021,0.458544701,-2.594263021,0.458544701,-2.606579375,-2.572709743,-2.569630826,-2.569630826,0.458544701,1,8.94E-14,1.69E-13,3.90E-18,0
853,-0.006153192,0.601859391,-0.006153192,0.601859391,-0.119987315,-0.193825838,-0.15075334,-0.15075334,0.625036359,1,1.09E-15,6.18E-14,7.15E-17,0
868,-6.400464944,0.625036359,-6.400464944,0.625036359,-6.400464944,-6.344818406,-5.658882107,-5.492130955,0.70104605,1,2.62E-13,1.40E-12,1.56E-15,0
869,-2.009339157,0.449417353,-2.009339157,0.449417353,-2.040120141,-2.387978777,-2.409529665,-2.409529665,0.316928059,1,2.95E-12,4.50E-13,3.01E-15,0
872,-0.156906555,0.91280061,-0.156906555,0.91280061,-0.156906555,-0.203055678,-0.203055678,-0.203055678,0.866982758,1,4.23E-11,1.48E-11,2.92E-15,0
875,0.039995752,0,0.039995752,0,0.039995752,0.039995752,0.039995752,0.039995752,0,1,1.02E-12,1.84E-13,5.05E-17,0
895,0.092297914,0,0.092297914,0,0.092297914,0.092297914,0.092297914,0.092297914,0,1,7.04E-12,5.37E-13,1.92E-15,0
896,-0.101527711,0.621248782,-0.101527711,0.621248782,-0.101527711,0.941471532,0.858395381,0.858395381,0.628794491,1,1.63E-12,3.30E-12,7.79E-17,0
900,7.285283349,0.818887293,7.285283349,0.818887293,7.883134877,16.6009371,19.28448874,19.28448874,0.74194181,1,1.51E-11,4.32E-12,9.77E-17,0
907,-2.751302847,0.748592794,-2.751302847,0.748592794,-2.751302847,-2.720509573,-2.99767294,-2.99767294,0.601859391,1,4.68E-12,5.34E-13,5.59E-16,0
912,-3.419684057,0.327387393,-3.419684057,0.327387393,-3.41660309,-2.797494124,-2.606579375,-2.606579375,0.327387393,1,9.43E-14,4.58E-13,5.16E-16,0
913,0.092297914,0,0.092297914,0,0.092297914,0.092297914,0.092297914,0.092297914,0,1,3.38E-14,1.63E-13,1.79E-15,0
914,1.123013729,0.907190621,1.123013729,0.907190621,1.123013729,1.123013729,1.123013729,1.123013729,0.918378234,1,6.23E-11,5.93E-12,1.42E-12,0
916,-2.021651414,0.284833223,-2.021651414,0.284833223,-2.024729478,-2.209423913,-2.354113584,-2.354113584,0.306354433,0.9999999,8.99E-08,2.76E-09,4.02E-13,0
917,-0.104604313,0.574029088,-0.104604313,0.574029088,-0.095374517,-0.095374517,-0.095374517,-0.095374517,0.628794491,1,1.46E-09,2.01E-08,6.85E-11,0
930,-0.833780512,0.205579907,-1.366109783,0.205579907,-1.366109783,-2.501893782,-2.501893782,-2.501893782,0.187718421,0.9999999,7.25E-08,2.66E-09,4.99E-11,0
933,-0.378423459,0,-0.378423459,0,-0.378423459,-0.378423459,-0.378423459,-0.378423459,0,1,5.89E-08,6.79E-09,1.18E-10,0
935,-2.461868706,0.463076323,-2.461868706,0.463076323,-2.461868706,-2.923757406,-2.991513056,-3.034631903,0.449417353,0.9999944,1.60E-06,9.39E-07,3.09E-06,0
940,10.40012177,0.735244751,11.09251977,0.74194181,11.09251977,12.77897391,11.88626121,11.22052941,0.74194181,0.9999559,2.84E-09,4.41E-05,2.67E-08,0
954,2.024729478,0.435562819,1.972402558,0.435562819,1.972402558,1.843129496,1.735407493,1.735407493,0.463076323,0.99999976,4.36E-10,2.10E-07,1.14E-10,0
966,-1.29225596,0.613539577,-1.29225596,0.613539577,-1.29225596,-3.564493908,-4.631136095,-4.893353157,0.621248782,0.99999905,8.87E-10,9.48E-07,2.45E-10,0
967,-3.04387207,0.617401898,-3.04387207,0.617401898,-3.04387207,-3.672342749,-3.78636513,-3.78636513,0.617401898,1,1.69E-11,6.85E-09,3.15E-12,0
969,-6.521048718,0.849225879,-6.147001527,0.849225879,-6.147001527,-6.103736895,-5.214292261,-5.214292261,0.849225879,1,2.54E-11,3.95E-08,2.44E-12,0
976,-0.279971113,0.211461216,-0.279971113,0.211461216,-0.279971113,0.233821809,-0.323043932,-0.323043932,0.273901016,1,3.14E-12,4.11E-08,4.52E-13,0
988,-5.201946204,0.721709907,-5.201946204,0.721709907,-5.201946204,-6.991233391,-7.170741327,-7.170741327,0.721709907,1,1.94E-10,4.00E-08,6.46E-11,0
989,0.064608529,0.812703788,0.064608529,0.812703788,0.064608529,0.064608529,0.052302141,0.052302141,0.790744781,1,3.04E-11,2.66E-08,1.02E-11,0
991,-4.661981265,0.621248782,-4.661981265,0.621248782,-4.661981265,-4.661981265,-4.58487073,-4.58487073,0.617401898,1,1.11E-12,3.16E-09,1.29E-12,0
1001,-0.076914918,0,-0.076914918,0,-0.076914918,-0.006153192,-0.006153192,-0.006153192,0,1,3.69E-12,6.73E-09,3.89E-13,0
1007,-0.501490161,0,-0.501490161,0,-0.501490161,-0.556870734,-0.556870734,-0.556870734,0,1,8.02E-10,4.09E-08,3.65E-11,0
1008,0.433803306,0.045544166,0.433803306,0.045544166,0.433803306,-0.098451108,-0.098451108,-0.098451108,0.038558919,1,1.97E-12,4.17E-08,6.98E-12,0
1025,-2.575788832,0.728500962,-2.575788832,0.728500962,-2.575788832,-2.914518263,-2.914518263,-2.914518263,0.840223789,1,7.35E-13,9.55E-10,2.96E-13,0
1041,0.092297914,0,0.092297914,0,0.092297914,0.092297914,0.092297914,0.092297914,0,1,6.08E-12,1.30E-08,1.17E-12,0
1051,0.519950309,0.306354433,0.519950309,0.306354433,0.519950309,0.519950309,0.390730082,0.390730082,0.368129671,1,7.10E-11,1.84E-08,3.18E-11,0
1053,0.061531932,0.751901269,0.061531932,0.751901269,0.064608529,-0.627635397,-0.929163884,-0.929163884,0.711433172,0.9999999,1.12E-11,7.64E-08,2.72E-11,0
1065,0.196902451,0.872830033,0.196902451,0.872830033,0.58148445,1.984714644,1.984714644,1.984714644,0.869910777,1,6.90E-12,2.34E-08,1.62E-11,0
1069,-1.618457784,0.904373348,-1.618457784,0.904373348,-1.618457784,-1.701553055,-1.867752303,-1.867752303,0.8462345,0.9999994,3.86E-09,5.46E-07,1.31E-08,0
1071,-0.098451108,0.079733536,-0.098451108,0.079733536,-0.098451108,-0.375346803,-0.295354243,-0.24305167,0.751901269,1,1.92E-11,3.46E-08,1.09E-11,0
1075,0.036919155,0.803353727,0.036919155,0.803353727,0.036919155,-0.046148946,-0.046148946,-0.046148946,0.855181098,1,2.59E-11,1.11E-08,8.41E-12,0
1078,-2.391057354,0.875740469,-2.391057354,0.875740469,-2.646607866,-2.606579375,-2.006261093,-2.006261093,0.872830033,1,7.15E-12,1.41E-08,1.77E-12,0
1080,1.236866681,0.904373348,1.236866681,0.904373348,1.236866681,1.843129496,1.898531237,1.898531237,0.887295485,0.99999976,6.97E-11,1.81E-07,5.46E-11,0
1087,-7.046937288,0.74194181,-7.046937288,0.74194181,-7.046937288,-6.279903703,-6.279903703,-6.279903703,0.74194181,0.9999999,5.03E-13,1.34E-07,2.89E-12,0
1088,1.510745511,0.849225879,1.329182658,0.849225879,1.329182658,-0.815319468,-2.098605238,-2.098605238,0.849225879,1,7.81E-12,5.79E-08,1.37E-10,0
1092,-1.836973709,0.593993545,-1.473816593,0.609661818,-1.473816593,-1.778495782,-5.26676565,-5.26676565,0.507278681,0.9999964,1.10E-10,3.62E-06,1.38E-10,0
1096,0.981471685,0.869910777,1.258406899,0.878642201,1.258406899,1.218403844,0.13844693,0.13844693,0.909999669,0.9999999,1.69E-10,1.35E-07,4.34E-11,0
1106,-0.095374517,0.565932751,-0.095374517,0.565932751,-0.095374517,-0.095374517,-0.095374517,-0.095374517,0.643682837,0.9999988,1.29E-12,1.19E-06,6.83E-13,0
1108,-0.661479635,0.738599062,-0.661479635,0.738599062,-0.818396337,-2.97919363,-3.111633525,-3.111633525,0.74194181,0.9999579,6.13E-10,4.20E-05,1.62E-10,0
1118,-0.15075334,0.672789395,-0.15075334,0.672789395,-0.190749225,-0.526103706,-0.526103706,-0.526103706,0.672789395,0.9999975,1.13E-11,2.51E-06,3.11E-12,0
1119,-5.680500425,0.687020838,-5.680500425,0.690546274,-5.680500425,-0.978394731,-0.003076596,-0.003076596,0.690546274,0.9999995,1.24E-09,4.34E-07,1.29E-10,0
1121,-3.5614126,0,-3.5614126,0,-3.5614126,-3.546006404,-3.546006404,-3.546006404,0.045544166,0.9999882,8.87E-11,1.19E-05,6.91E-10,0
1122,-0.218438743,0,-0.218438743,0,-0.218438743,-0.218438743,-0.218438743,-0.218438743,0,1,1.33E-12,5.36E-08,1.59E-12,0
1129,0.295354243,0.246017665,0.295354243,0.246017665,0.295354243,0.129217122,0.132293725,0.132293725,0.138386071,0.9999994,4.76E-12,6.23E-07,5.42E-12,0
1130,9.373020362,0.694058895,9.351259672,0.636267304,9.351259672,9.419654801,9.419654801,9.419654801,0.181690574,1,1.30E-09,2.92E-08,5.49E-11,0
1131,1.187632591,0.643682837,1.187632591,0.643682837,1.236866681,1.252252478,1.29225596,1.29225596,0.651041925,0.9999956,2.43E-11,4.35E-06,4.44E-10,0
1132,-3.546006404,0.223117679,-3.546006404,0.223117679,-3.546006404,-3.546006404,-3.546006404,-3.546006404,0.187718421,0.9999988,5.77E-12,1.15E-06,5.18E-11,0
1139,-0.15075334,0.852208078,-0.15075334,0.852208078,-0.15075334,-0.036919155,-0.033842558,-0.033842558,0.869910777,0.9999988,7.82E-11,1.19E-06,5.76E-10,0
1154,0.076914918,0,0.076914918,0,0.076914918,0.076914918,0.076914918,0.076914918,0,0.99999976,4.32E-11,2.73E-07,1.70E-10,0
1169,-1.640000648,0.609661818,-1.640000648,0.609661818,-1.640000648,-2.588105015,-2.95763506,-2.95763506,0.621248782,0.99996626,4.63E-08,3.35E-05,1.52E-07,0
1170,-22.36810985,0.601859391,-22.36810985,0.601859391,-22.01310087,-18.93456008,-17.7059251,-17.2722709,0.609661818,0.99998283,8.76E-10,1.71E-05,2.40E-09,0
1173,-2.572709743,0.609661818,-2.572709743,0.609661818,-2.572709743,-2.572709743,-2.572709743,-2.572709743,0.601859391,0.9999913,7.16E-10,8.72E-06,9.89E-10,0
1174,0.009229788,0.093078084,0.009229788,0.093078084,0.009229788,0.052302141,0.052302141,0.052302141,0.066202387,0.9999995,7.30E-08,3.76E-07,1.03E-10,0
1182,-5.859650213,0.337734908,-5.859650213,0.337734908,-5.859650213,-6.026485354,-6.208813412,-6.208813412,0.378052771,0.9999993,4.70E-08,6.63E-07,1.44E-09,0
1194,0.092297914,0.694058895,0.092297914,0.694058895,0.092297914,0.092297914,0.092297914,0.092297914,0.694058895,0.99999726,7.12E-07,2.02E-06,1.00E-08,0
1198,-1.218403844,0.545390606,-1.221480969,0.545390606,-1.221480969,-2.668162168,-2.668162168,-2.668162168,0,0.9998381,0.000124931,3.53E-05,1.63E-06,0
1199,0.987625594,0.613539577,0.987625594,0.613539577,0.987625594,4.205578317,6.057385151,6.057385151,0.625036359,0.99998283,1.61E-05,9.53E-07,1.19E-07,0
1200,0.046148946,0.765023112,0.046148946,0.765023112,0.046148946,0.046148946,0.043072349,0.043072349,0.758484423,0.9999945,4.01E-10,5.43E-06,1.03E-09,0
1206,0.076914918,0,0.076914918,0,0.076914918,0.076914918,0.076914918,0.076914918,0,0.9999999,8.55E-08,5.14E-09,3.15E-11,0
1226,1.110705569,0.679931283,1.110705569,0.679931283,1.110705569,1.750796107,2.218658959,2.218658959,0.687020838,0.9999981,1.89E-06,4.33E-08,2.91E-09,0
1230,1.692320057,0.771517932,1.692320057,0.771517932,1.692320057,0.618405216,0.713784705,0.904548589,0.771517932,0.99999976,2.51E-08,2.07E-07,6.49E-10,0
1233,0.793781639,0.872830033,0.793781639,0.872830033,0.793781639,0.26151137,-0.812242599,-0.812242599,0.768275976,0.9999995,2.02E-08,4.80E-07,1.25E-10,0
1242,-0.378423459,0,-0.378423459,0,-0.378423459,-0.378423459,-0.366116878,-0.366116878,0,0.9999995,9.13E-11,4.93E-07,3.09E-10,0
1250,-3.43200758,0.70104605,-3.43200758,0.70104605,-3.43200758,-3.872660181,-3.968209397,-3.968209397,0.70104605,0.9999484,1.77E-07,5.15E-05,7.05E-10,0
1259,-0.5384105,0.132041946,-0.729168666,0.138386071,-0.729168666,-1.153784469,-1.153784469,-1.153784469,0.735244751,0.99965584,5.93E-07,0.000343546,3.83E-08,0
1270,0.172289578,0.150950924,0.172289578,0.150950924,0.172289578,0.132293725,0.132293725,0.132293725,0.125655934,0.9999931,3.73E-09,6.90E-06,8.43E-10,0
1276,-2.391057354,0.628794491,-2.4249234,0.628794491,-2.4249234,-2.809812014,-2.846766367,-2.846766367,0.628794491,1,2.12E-09,3.38E-08,1.82E-11,0
1277,-0.218438743,0,-0.218438743,0,-0.218438743,-0.156906555,-0.156906555,-0.156906555,0,1,1.79E-09,3.27E-09,3.35E-11,0
1283,-1.710786052,0,-1.713863775,0,-1.713863775,-1.836973709,-1.239943891,-1.239943891,0,0.9999522,2.36E-08,4.79E-05,4.26E-09,0
1287,-1.935466642,0.507278681,-1.880063876,0.494233727,-1.880063876,-2.24636478,-2.317170327,-2.317170327,0.463076323,0.99999905,8.64E-10,9.02E-07,2.75E-10,0
1292,5.127873275,0.697558761,5.127873275,0.697558761,5.205032633,7.917228991,7.917228991,7.917228991,0.70104605,1,1.83E-09,6.08E-09,1.71E-11,0
1294,0.793781639,0.251658976,0.793781639,0.251658976,0.793781639,0.793781639,-0.849164773,-0.849164773,0.42150709,1,9.92E-09,1.00E-08,9.18E-11,0
1303,-1.369187079,0.679931283,-1.369187079,0.679931283,-1.369187079,-6.487035862,-6.678768651,-6.678768651,0.665594399,1,5.04E-11,4.31E-09,1.03E-12,0
1311,14.35415886,0.665594399,14.35415886,0.665594399,14.35415886,19.53201078,20.38275214,20.99709763,0.758484423,0.99999964,1.92E-10,4.13E-07,8.18E-10,0
1314,43.51094291,0.621248782,43.51094291,0.621248782,43.51094291,36.61342975,19.91508304,19.91508304,0.621263564,1,1.07E-10,5.72E-09,1.86E-11,0
1316,-2.341799109,0.625036359,-1.424578663,0.625036359,-1.424578663,-0.003076596,-0.003076596,-0.003076596,0.621263564,0.9999944,2.05E-06,1.01E-09,3.52E-06,0
1322,-0.039995752,0.07299161,-0.039995752,0.07299161,-0.039995752,0.119987315,0.119987315,0.119987315,0.440203071,0.99993134,6.15E-05,5.70E-09,7.21E-06,0
1327,-0.064608529,0.48099345,-0.064608529,0.48099345,-0.064608529,-0.024612769,-0.024612769,-0.024612769,0.48099345,0.9999969,3.04E-06,2.84E-11,1.04E-07,0
1336,0.033842558,0.831137121,0.033842558,0.831137121,0.036919155,0.036919155,-0.07999152,-0.07999152,0.834175467,0.9999801,1.97E-05,1.56E-12,1.95E-07,0
1339,-0.083068117,0.711433172,-0.083068117,0.711433172,-0.083068117,0.086144714,0.101527711,0.101527711,0.74194181,0.99999845,1.57E-06,4.94E-12,6.01E-09,0
1347,-2.791335264,0.327387393,-2.797494124,0.327387393,-2.797494124,-2.064745166,-2.000104965,-2.000104965,0.327387393,1,1.99E-08,2.67E-10,2.98E-08,0
1350,0.104604313,0.368129671,0.104604313,0.368129671,0.104604313,0.104604313,0.378423459,0.378423459,0.407244176,0.99999964,8.59E-09,2.00E-07,7.08E-08,0
1352,-6.400464944,0.621248782,-6.400464944,0.621248782,-6.400464944,-6.400464944,-6.180997313,-6.180997313,0.679931283,1,5.61E-08,6.60E-09,1.23E-09,0
1354,0.147676737,0.426215053,0.147676737,0.426215053,0.147676737,0.15075334,0.15075334,0.15075334,0.407244176,0.9999999,5.61E-10,1.58E-08,1.58E-07,0
1356,0.076914918,0,0.076914918,0,0.076914918,0.076914918,0.076914918,0.076914918,0,1,3.36E-08,1.67E-09,8.74E-10,0
1373,-2.538840966,0.809597135,-2.538840966,0.809597135,-2.538840966,-2.668162168,-2.680479033,-2.680479033,0.809597135,1,3.62E-10,1.34E-11,8.20E-10,0
1374,-1.436888017,0.157172695,-1.436888017,0.157172695,-1.436888017,-1.82774037,-2.043198205,-2.043198205,0.157172695,1,1.10E-10,5.94E-09,3.72E-08,0
1375,-2.258678573,0.803353727,-2.258678573,0.803353727,-2.258678573,-2.258678573,-2.277149518,-2.277149518,0.803353727,0.99999905,4.83E-07,4.71E-07,8.65E-09,0
1382,0.289200995,0.327387393,0.289200995,0.327387393,0.289200995,0.689170519,0.793781639,0.793781639,0.268388242,0.99999595,1.24E-07,1.48E-08,3.96E-06,0
1385,-0.11383411,0.93765074,-0.11383411,0.93765074,-0.11383411,-0.13844693,-0.15075334,-0.15075334,0.91280061,0.9999982,7.60E-07,1.29E-08,1.03E-06,0
1422,0.341503738,0.735244751,0.341503738,0.735244751,0.443033274,-0.652249369,-0.16305976,-0.16305976,0,0.9999788,2.12E-05,1.06E-08,2.30E-08,0
1431,-0.919933106,0.240343273,-0.919933106,0.240343273,-0.919933106,-0.516873611,-0.633788879,-0.633788879,0.240343273,0.9999993,3.72E-08,3.39E-09,6.91E-07,0
1439,-2.572709743,0.458544701,-2.572709743,0.458544701,-2.572709743,-2.461868706,-2.4249234,-2.4249234,0.449417353,1,2.47E-09,2.27E-10,2.19E-08,0
1448,-3.419684057,0.031522881,-3.419684057,0.031522881,-3.419684057,-3.546006404,-3.546006404,-3.546006404,0.187718421,0.99999964,3.19E-07,7.30E-09,4.20E-09,0
1460,0.101527711,0.545390606,0.101527711,0.545390606,0.101527711,0.104604313,0.104604313,0.104604313,0.694058895,0.999998,1.84E-06,9.19E-08,3.20E-08,0
1467,-0.095374517,0.628794491,-0.095374517,0.643682837,-0.095374517,-0.406113319,-0.5384105,-0.5384105,0.687020838,0.9999999,5.09E-08,3.03E-10,7.48E-08,0
1472,-9.121279063,0.74194181,-9.074675351,0.745272994,-9.074675351,-7.44320267,-7.44320267,-7.44320267,0.800216854,0.9999976,2.35E-06,5.41E-09,9.11E-08,0
1477,-2.095527003,0.440203071,-2.19095365,0.440203071,-2.19095365,-2.5049727,-2.809812014,-2.809812014,0.440203071,0.9998387,0.000156773,4.50E-06,6.44E-11,0
1485,0.519950309,0.306354433,0.519950309,0.306354433,0.519950309,0.519950309,0.507643558,0.507643558,0.378052771,0.9999069,4.02E-05,5.29E-05,3.79E-10,0
1487,0.027689366,0.697558761,0.027689366,0.697558761,0.027689366,0.027689366,0.01538298,0.01538298,0.697558761,0.99915576,0.000830194,1.40E-05,8.64E-09,0
1497,-0.098451108,0.031522881,-0.098451108,0.031522881,-0.098451108,-0.098451108,-0.098451108,-0.098451108,0.024407953,0.99995196,9.83E-08,4.79E-05,8.34E-09,0
1507,-3.046952012,0.875740469,-3.046952012,0.875740469,-3.046952012,-1.806195628,-1.436888017,-1.036857123,0.872830033,0.99996424,1.11E-07,3.56E-05,1.14E-08,0
1518,-0.24305167,0.524402857,-0.24305167,0.524402857,-0.24305167,-0.24305167,-0.24305167,-0.24305167,0.569989383,0.9999589,5.58E-09,4.11E-05,6.68E-09,0
1519,3.435088546,0.3976174,3.530600548,0.38787514,3.530600548,3.398117976,3.194799811,3.194799811,0.3976174,0.99995244,1.24E-08,4.75E-05,8.31E-09,0
1535,-0.169212976,0.972454965,-0.156906555,0.972454965,-0.156906555,-0.030765961,-0.030765961,-0.030765961,0.969821692,0.9999745,3.13E-09,2.55E-05,1.08E-09,0
1537,0.058455335,0.132041946,0.058455335,0.262843907,0.058455335,0.058455335,0.058455335,0.058455335,0.601859391,1,4.21E-14,8.45E-09,4.18E-14,0
1538,0.556870734,0.541229308,0.646095887,0.541229308,0.646095887,0.446109972,0.030765961,0.030765961,0.541229308,1,1.04E-13,2.15E-09,2.52E-15,0
1544,-0.116910713,0.561859071,-0.116910713,0.561859071,-0.116910713,-0.24305167,-0.24305167,-0.24305167,0.621248782,0.99999917,4.07E-12,8.13E-07,6.02E-13,0
1545,-0.627635397,0,-0.615328475,0,-0.615328475,-0.615328475,-0.615328475,-0.615328475,0,1,1.90E-15,3.15E-10,6.34E-16,0
1555,-2.369506637,0.327387393,-2.412608412,0.327387393,-2.412608412,-2.080135999,-1.84620739,-1.84620739,0.290274143,1,1.83E-16,3.85E-09,1.81E-15,0
1575,-1.399960124,0.38787514,-1.399960124,0.38787514,-1.399960124,-1.636923096,-1.858518793,-1.898531237,0.382976413,0.99999976,6.30E-15,2.70E-07,3.46E-12,0
1585,0.13844693,0.42150709,0.13844693,0.42150709,0.13844693,0.147676737,0.147676737,0.15075334,0.407244176,0.9999999,3.90E-14,1.29E-07,1.75E-10,0
1590,-0.24305167,0.609661818,-0.24305167,0.609661818,-0.24305167,-0.246128283,-0.175366191,-0.175366191,0.628794491,1,2.36E-18,1.32E-10,4.72E-17,0
1592,-17.14805306,0.601859391,-17.14805306,0.601859391,-17.14805306,-23.07677305,-24.07066326,-24.07066326,0.617401898,1,9.68E-20,1.29E-12,8.25E-20,0
1597,1.123013729,0,1.123013729,0,1.123013729,1.123013729,1.123013729,1.123013729,0,1,3.39E-20,4.43E-13,9.11E-19,0
1602,-1.307642013,0.704520822,-1.307642013,0.704520822,-1.307642013,-2.97919363,-3.013072309,-2.994592998,0.694058895,1,3.33E-20,3.23E-13,3.14E-18,0
1606,-2.902199519,0.290274143,-2.902199519,0.290274143,-2.902199519,-2.889880775,-2.846766367,-2.846766367,0.31165567,1,3.93E-17,5.91E-11,2.94E-15,0
1613,-0.230745196,0,-0.230745196,0,-0.230745196,-0.230745196,-0.199979065,-0.199979065,0,1,4.17E-20,5.05E-16,7.66E-21,0
1616,-0.818396337,0.78117913,-0.818396337,0.78117913,-0.818396337,0.01538298,-0.246128283,-0.375346803,0.758484423,1,6.65E-14,2.46E-09,1.02E-15,0
1627,-1.199941007,0.38787514,-1.199941007,0.38787514,-1.199941007,-0.615328475,-0.37227019,-0.37227019,0.234635413,1,1.66E-18,1.45E-09,1.48E-15,0
1636,3.194799811,0.636267304,3.154756127,0.636267304,3.154756127,2.117074476,2.560393731,2.428002147,0.643682837,1,5.79E-15,2.43E-10,4.23E-13,0
1638,-2.037041906,0.284833223,-2.037041906,0.284833223,-2.01857335,-2.024729478,-2.080135999,-2.080135999,0.306354433,1,9.44E-21,1.06E-14,9.52E-18,0
1649,-4.575617589,0.828089178,-4.575617589,0.828089178,-4.575617589,-3.764792562,-3.749383634,-3.749383634,0.837204337,1,4.04E-20,5.67E-14,1.82E-16,0
1653,-1.369187079,0.679931283,-1.369187079,0.679931283,-1.369187079,-1.916998769,-5.998676766,-6.480851395,0.672789395,1,5.38E-09,5.39E-11,9.61E-14,0
1656,-1.433810807,0.472076327,-1.433810807,0.472076327,-1.433810807,-0.178442794,-0.027689366,0.319967297,0.502949893,1,2.18E-11,3.49E-13,2.28E-13,0
1663,0.135370327,0.609661818,0.049225544,0.609661818,0.049225544,0.027689366,0.027689366,0.027689366,0.643682837,0.9999999,2.78E-14,1.34E-07,7.01E-13,0
1666,-7.090265424,0.687020838,-7.39365456,0.683482587,-7.39365456,-6.91078207,-5.140218308,-5.140218308,0.679931283,1,5.65E-17,1.14E-11,1.13E-17,0
1676,-3.213281853,0.711433172,-3.213281853,0.711433172,-3.213281853,-3.27181031,-3.912728106,-3.912728106,0.609661818,1,1.81E-20,1.19E-14,1.94E-18,0
1677,0.424573296,0.059365198,0.424573296,0.059365198,0.424573296,0.378423459,0.104604313,0.101527711,0.53285265,1,3.70E-21,1.53E-14,4.80E-19,0
1679,-2.209423913,0.347972929,-2.209423913,0.347972929,-2.240207968,-2.514209453,-2.609658463,-2.609658463,0.347972929,1,1.50E-18,1.75E-13,5.44E-20,0
1680,-0.123063917,0.628794491,-0.123063917,0.628794491,-0.123063917,-0.123063917,-0.123063917,-0.123063917,0.628794491,1,2.23E-13,7.45E-13,1.50E-18,0
1688,-3.912728106,0.605768502,-3.912728106,0.605768502,-3.912728106,-3.718566461,-3.727811749,-3.727811749,0.621248782,1,1.94E-21,1.61E-14,4.14E-21,0
1703,-0.501490161,0,-0.535333802,0,-0.535333802,-0.556870734,-0.559947432,-0.559947432,0,1,1.14E-14,2.03E-10,2.92E-15,0
